Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                4390",-4.127625711301e+01,-2.079210972210e+02,5.937186286597e+00,-4.321874347181e+01,-2.076615023137e+02,5.933895997081e+00,-1.942486358803e+00,2.595949073061e-01,-3.290289516098e-03
"                4391",-4.128039582711e+01,-2.079587555260e+02,5.880041001840e+00,-4.322290148142e+01,-2.076989789301e+02,5.876683999313e+00,-1.942505654313e+00,2.597765959102e-01,-3.357002526420e-03
"                4392",-4.129275876919e+01,-2.080377214486e+02,5.810169823124e+00,-4.323521991454e+01,-2.077777714530e+02,5.806779382766e+00,-1.942461145350e+00,2.599499956109e-01,-3.390440358093e-03
"                4393",-4.131263853047e+01,-2.081606199055e+02,5.737502189202e+00,-4.325507566132e+01,-2.079005251424e+02,5.734104406610e+00,-1.942437130849e+00,2.600947631016e-01,-3.397782591577e-03
"                4394",-4.133553490943e+01,-2.083077733279e+02,5.669991749173e+00,-4.327786109119e+01,-2.080475812252e+02,5.666583799843e+00,-1.942326181760e+00,2.601921026963e-01,-3.407949329910e-03
"                4395",-4.136046907084e+01,-2.084707581493e+02,5.611012437485e+00,-4.330263756777e+01,-2.082105025722e+02,5.607600662844e+00,-1.942168496931e+00,2.602555770826e-01,-3.411774640535e-03
"                4396",-4.138696088452e+01,-2.086402390309e+02,5.563115154318e+00,-4.332886655396e+01,-2.083799892857e+02,5.559675794514e+00,-1.941905669446e+00,2.602497451681e-01,-3.439359804509e-03
"                4397",-4.141189265347e+01,-2.088016874642e+02,5.523089557070e+00,-4.335359501305e+01,-2.085414643420e+02,5.519664625779e+00,-1.941702359577e+00,2.602231222028e-01,-3.424931291672e-03
"                4398",-4.143356720726e+01,-2.089434194052e+02,5.493126380881e+00,-4.337506093534e+01,-2.086832464791e+02,5.489730882323e+00,-1.941493728086e+00,2.601729261723e-01,-3.395498558252e-03
"                4399",-4.145525881398e+01,-2.090692269612e+02,5.475535873579e+00,-4.339654673345e+01,-2.088091373660e+02,5.472145748468e+00,-1.941287919471e+00,2.600895951620e-01,-3.390125111569e-03
"                4400",-4.147827609349e+01,-2.091807856890e+02,5.468331145597e+00,-4.341935239338e+01,-2.089208190070e+02,5.464924094216e+00,-1.941076299894e+00,2.599666820369e-01,-3.407051381294e-03
"                4401",-4.149815212145e+01,-2.092644642890e+02,5.469413531877e+00,-4.343909560176e+01,-2.090046149253e+02,5.465976294177e+00,-1.940943480311e+00,2.598493636721e-01,-3.437237700435e-03
"                4402",-4.151216001337e+01,-2.093068681945e+02,5.478441964006e+00,-4.345304019378e+01,-2.090471556952e+02,5.474943383559e+00,-1.940880180408e+00,2.597124992890e-01,-3.498580446684e-03
"                4403",-4.151761477974e+01,-2.093032005196e+02,5.499868887832e+00,-4.345841012156e+01,-2.090436405378e+02,5.496331234925e+00,-1.940795341812e+00,2.595599817975e-01,-3.537652906548e-03
"                4404",-4.151487338823e+01,-2.092635196612e+02,5.536144020002e+00,-4.345564021023e+01,-2.090041180285e+02,5.532570859591e+00,-1.940766821997e+00,2.594016327056e-01,-3.573160411501e-03
"                4405",-4.150671439892e+01,-2.092023950110e+02,5.582842036975e+00,-4.344750724290e+01,-2.089431484267e+02,5.579231708831e+00,-1.940792843985e+00,2.592465842417e-01,-3.610328143870e-03
"                4406",-4.149423425795e+01,-2.091244008706e+02,5.630577436751e+00,-4.343508424372e+01,-2.088653208158e+02,5.626933761305e+00,-1.940849985769e+00,2.590800548438e-01,-3.643675445375e-03
"                4407",-4.147673262849e+01,-2.090272721363e+02,5.673793943318e+00,-4.341768441569e+01,-2.087683540982e+02,5.670148708036e+00,-1.940951787209e+00,2.589180380977e-01,-3.645235282734e-03
"                4408",-4.145558294827e+01,-2.089165768348e+02,5.710977222384e+00,-4.339667922922e+01,-2.086577955104e+02,5.707346061195e+00,-1.941096280956e+00,2.587813244142e-01,-3.631161188399e-03
"                4409",-4.143069616377e+01,-2.087912354280e+02,5.741302870799e+00,-4.337188460608e+01,-2.085325368389e+02,5.737694917770e+00,-1.941188442313e+00,2.586985890500e-01,-3.607953028587e-03
"                4410",-4.140148414608e+01,-2.086508680444e+02,5.766158030364e+00,-4.334296725228e+01,-2.083923161719e+02,5.762581385983e+00,-1.941483106199e+00,2.585518724976e-01,-3.576644381632e-03
"                4411",-4.136978143579e+01,-2.085081961401e+02,5.786404856252e+00,-4.331156739694e+01,-2.082497213251e+02,5.782873098793e+00,-1.941785961151e+00,2.584748150260e-01,-3.531757458757e-03
"                4412",-4.133834580561e+01,-2.083779040245e+02,5.800646886979e+00,-4.328047777297e+01,-2.081194745050e+02,5.797166096740e+00,-1.942131967365e+00,2.584295194593e-01,-3.480790238534e-03
"                4413",-4.131040993037e+01,-2.082693584720e+02,5.804035075811e+00,-4.325277881043e+01,-2.080109747838e+02,5.800627911868e+00,-1.942368880055e+00,2.583836882041e-01,-3.407163943662e-03
"                4414",-4.128496605622e+01,-2.081725805643e+02,5.792742678004e+00,-4.322755833410e+01,-2.079142074758e+02,5.789440285294e+00,-1.942592277878e+00,2.583730885531e-01,-3.302392709771e-03
"                4415",-4.126104799885e+01,-2.080843123521e+02,5.769859339662e+00,-4.320393549404e+01,-2.078259122991e+02,5.766629123140e+00,-1.942887495193e+00,2.584000530714e-01,-3.230216521722e-03
"                4416",-4.124249592084e+01,-2.080141018892e+02,5.739331591479e+00,-4.318555703800e+01,-2.077556320286e+02,5.736195432108e+00,-1.943061117160e+00,2.584698606538e-01,-3.136159370529e-03
"                4417",-4.123250924318e+01,-2.079686212712e+02,5.703940205402e+00,-4.317568749209e+01,-2.077100680783e+02,5.700883073027e+00,-1.943178248915e+00,2.585531929513e-01,-3.057132374949e-03
"                4418",-4.122966444388e+01,-2.079461703984e+02,5.663353708783e+00,-4.317291908899e+01,-2.076875071947e+02,5.660388843938e+00,-1.943254645103e+00,2.586632037520e-01,-2.964864844858e-03
"                4419",-4.122971546457e+01,-2.079344608919e+02,5.622195253330e+00,-4.317301293953e+01,-2.076757078295e+02,5.619320347816e+00,-1.943297474957e+00,2.587530624332e-01,-2.874905514376e-03
"                4420",-4.123317649330e+01,-2.079310485130e+02,5.583756344346e+00,-4.317649225280e+01,-2.076721992915e+02,5.580969071531e+00,-1.943315759504e+00,2.588492215135e-01,-2.787272815837e-03
"                4421",-4.124064799154e+01,-2.079395271637e+02,5.552343427497e+00,-4.318394173598e+01,-2.076805965411e+02,5.549645905446e+00,-1.943293744443e+00,2.589306226297e-01,-2.697522051614e-03
"                4422",-4.124925671454e+01,-2.079527022985e+02,5.527509057010e+00,-4.319248552973e+01,-2.076937017306e+02,5.524898402965e+00,-1.943228815191e+00,2.590005679237e-01,-2.610654045022e-03
"                4423",-4.125582217951e+01,-2.079600861718e+02,5.508224374934e+00,-4.319892868751e+01,-2.077010242892e+02,5.505721758083e+00,-1.943106508003e+00,2.590618825661e-01,-2.502616851434e-03
"                4424",-4.126109631576e+01,-2.079648639115e+02,5.493079571496e+00,-4.320413543713e+01,-2.077057832213e+02,5.490702496756e+00,-1.943039121370e+00,2.590806901528e-01,-2.377074739960e-03
"                4425",-4.126750285945e+01,-2.079783085122e+02,5.485796205402e+00,-4.321040957705e+01,-2.077191842450e+02,5.483488123257e+00,-1.942906717608e+00,2.591242672297e-01,-2.308082145319e-03
"                4426",-4.127674729185e+01,-2.080034953386e+02,5.486297633818e+00,-4.321944632946e+01,-2.077443290559e+02,5.484077164985e+00,-1.942699037611e+00,2.591662826686e-01,-2.220468833097e-03
"                4427",-4.128935955306e+01,-2.080309751902e+02,5.494666272995e+00,-4.323202035827e+01,-2.077718470392e+02,5.492482810316e+00,-1.942660805210e+00,2.591281510036e-01,-2.183462679233e-03
"                4428",-4.130144108293e+01,-2.080492342662e+02,5.514187853615e+00,-4.324401264299e+01,-2.077901522128e+02,5.512042138199e+00,-1.942571560054e+00,2.590820533707e-01,-2.145715416244e-03
"                4429",-4.131108143880e+01,-2.080597895780e+02,5.546269773402e+00,-4.325364394307e+01,-2.078007638877e+02,5.544157730384e+00,-1.942562504276e+00,2.590256903341e-01,-2.112043017785e-03
"                4430",-4.131696503437e+01,-2.080637756706e+02,5.590711792560e+00,-4.325957474267e+01,-2.078048236514e+02,5.588629342956e+00,-1.942609708295e+00,2.589520192120e-01,-2.082449603816e-03
"                4431",-4.131899854910e+01,-2.080561632053e+02,5.646340839151e+00,-4.326164777916e+01,-2.077973048684e+02,5.644283325505e+00,-1.942649230058e+00,2.588583368958e-01,-2.057513646521e-03
"                4432",-4.131604067304e+01,-2.080300474027e+02,5.712500762363e+00,-4.325869796876e+01,-2.077712934433e+02,5.710447039054e+00,-1.942657295720e+00,2.587539594255e-01,-2.053723308846e-03
"                4433",-4.130869597416e+01,-2.079899469799e+02,5.784228771251e+00,-4.325145499931e+01,-2.077312945242e+02,5.782167974946e+00,-1.942759025156e+00,2.586524557621e-01,-2.060796304823e-03
"                4434",-4.129497287993e+01,-2.079311831154e+02,5.857113346954e+00,-4.323777033827e+01,-2.076726432376e+02,5.855005413493e+00,-1.942797458343e+00,2.585398777411e-01,-2.107933461284e-03
"                4435",-4.127432312034e+01,-2.078561668971e+02,5.926106226590e+00,-4.321714629968e+01,-2.075977268811e+02,5.923908050559e+00,-1.942823179342e+00,2.584400159939e-01,-2.198176031006e-03
"                4436",-4.124981757693e+01,-2.077714261059e+02,5.985827969171e+00,-4.319274038658e+01,-2.075130852170e+02,5.983505962205e+00,-1.942922809651e+00,2.583408889029e-01,-2.322006966500e-03
"                4437",-4.122382781327e+01,-2.076794786490e+02,6.032345241173e+00,-4.316684378323e+01,-2.074212131571e+02,6.029866442150e+00,-1.943015969958e+00,2.582654919466e-01,-2.478799022902e-03
"                4438",-4.119809154590e+01,-2.075812499949e+02,6.064762939710e+00,-4.314122627402e+01,-2.073230475502e+02,6.062120983038e+00,-1.943134728122e+00,2.582024446501e-01,-2.641956671649e-03
"                4439",-4.117421794714e+01,-2.074902093087e+02,6.083572946463e+00,-4.311747198369e+01,-2.072320619612e+02,6.080694829097e+00,-1.943254036548e+00,2.581473474919e-01,-2.878117365476e-03
"                4440",-4.115545779850e+01,-2.074206490879e+02,6.088037932647e+00,-4.309869873545e+01,-2.071625296919e+02,6.084952697814e+00,-1.943240936950e+00,2.581193960198e-01,-3.085234833252e-03
"                4441",-4.114495411878e+01,-2.073800557626e+02,6.075796738315e+00,-4.308821366261e+01,-2.071219461909e+02,6.072475395310e+00,-1.943259543829e+00,2.581095717353e-01,-3.321343005278e-03
"                4442",-4.114353556493e+01,-2.073647076993e+02,6.043758859574e+00,-4.308675272870e+01,-2.071065836300e+02,6.040182827678e+00,-1.943217163770e+00,2.581240693055e-01,-3.576031896047e-03
"                4443",-4.115007078352e+01,-2.073698467763e+02,5.992740344127e+00,-4.309317548707e+01,-2.071116843273e+02,5.988922683281e+00,-1.943104703545e+00,2.581624490022e-01,-3.817660846012e-03
"                4444",-4.116088254806e+01,-2.073806745429e+02,5.924576081546e+00,-4.310385215986e+01,-2.071224603681e+02,5.920554817868e+00,-1.942969611798e+00,2.582141748573e-01,-4.021263677368e-03
"                4445",-4.117707013247e+01,-2.074031588803e+02,5.841266042303e+00,-4.311986516884e+01,-2.071448961153e+02,5.837054813361e+00,-1.942795036372e+00,2.582627650646e-01,-4.211228941953e-03
"                4446",-4.120027798991e+01,-2.074400362127e+02,5.747553402436e+00,-4.314277235596e+01,-2.071817619033e+02,5.743232439765e+00,-1.942494366051e+00,2.582743093930e-01,-4.320962671737e-03
"                4447",-4.123061696536e+01,-2.074953662806e+02,5.649258374514e+00,-4.317296528007e+01,-2.072370380611e+02,5.644866086474e+00,-1.942348314717e+00,2.583282194823e-01,-4.392288040345e-03
"                4448",-4.126447369325e+01,-2.075670322456e+02,5.555682148735e+00,-4.320654156051e+01,-2.073086859969e+02,5.551238844913e+00,-1.942067867263e+00,2.583462486959e-01,-4.443303821964e-03
"                4449",-4.129937656313e+01,-2.076446247474e+02,5.476016198902e+00,-4.324119905564e+01,-2.073862705418e+02,5.471572959403e+00,-1.941822492509e+00,2.583542055874e-01,-4.443239499058e-03
"                4450",-4.133141209886e+01,-2.077134213415e+02,5.409689403852e+00,-4.327308148518e+01,-2.074550517668e+02,5.405259156019e+00,-1.941669386317e+00,2.583695746578e-01,-4.430247832981e-03
"                4451",-4.135856289898e+01,-2.077703627933e+02,5.356086113719e+00,-4.329990461508e+01,-2.075120250041e+02,5.351739008826e+00,-1.941341716095e+00,2.583377891390e-01,-4.347104893264e-03
"                4452",-4.138037705419e+01,-2.078169238632e+02,5.317164205224e+00,-4.332147656510e+01,-2.075586146242e+02,5.312917301002e+00,-1.941099510909e+00,2.583092389315e-01,-4.246904221314e-03
"                4453",-4.139684744376e+01,-2.078616118483e+02,5.296559205164e+00,-4.333782234011e+01,-2.076033373442e+02,5.292439572180e+00,-1.940974896348e+00,2.582745040743e-01,-4.119632984498e-03
"                4454",-4.140497032245e+01,-2.078958062993e+02,5.297811179182e+00,-4.334582324323e+01,-2.076375492180e+02,5.293817304521e+00,-1.940852920781e+00,2.582570812826e-01,-3.993874661702e-03
"                4455",-4.140027625735e+01,-2.079081031462e+02,5.325106626097e+00,-4.334108133711e+01,-2.076498686852e+02,5.321241001392e+00,-1.940805079763e+00,2.582344609502e-01,-3.865624704225e-03
"                4456",-4.138268585415e+01,-2.079023273097e+02,5.377664140929e+00,-4.332361324119e+01,-2.076441227780e+02,5.373926160872e+00,-1.940927387040e+00,2.582045316864e-01,-3.737980056859e-03
"                4457",-4.135541966248e+01,-2.078894341440e+02,5.453158079343e+00,-4.329649442424e+01,-2.076311934805e+02,5.449580838183e+00,-1.941074761755e+00,2.582406634955e-01,-3.577241159253e-03
"                4458",-4.132109823732e+01,-2.078734897552e+02,5.542620472359e+00,-4.326227977486e+01,-2.076152248261e+02,5.539194747753e+00,-1.941181537535e+00,2.582649290137e-01,-3.425724606112e-03
"                4459",-4.127823872618e+01,-2.078544849464e+02,5.636723632930e+00,-4.321983105563e+01,-2.075961030576e+02,5.633452361887e+00,-1.941592329453e+00,2.583818888591e-01,-3.271271043502e-03
"                4460",-4.122727671728e+01,-2.078290818421e+02,5.729141541630e+00,-4.316905695922e+01,-2.075705819558e+02,5.725965390862e+00,-1.941780241936e+00,2.584998862768e-01,-3.176150767233e-03
"                4461",-4.117241286098e+01,-2.077996688445e+02,5.813433276736e+00,-4.311454442677e+01,-2.075409990579e+02,5.810361101281e+00,-1.942131565784e+00,2.586697866367e-01,-3.072175455886e-03
"                4462",-4.111892135355e+01,-2.077714351062e+02,5.888499809488e+00,-4.306138497288e+01,-2.075125721230e+02,5.885524572225e+00,-1.942463619332e+00,2.588629831145e-01,-2.975237262724e-03
"                4463",-4.106923492685e+01,-2.077524083964e+02,5.953668619449e+00,-4.301202663482e+01,-2.074933246813e+02,5.950767186361e+00,-1.942791707962e+00,2.590837151070e-01,-2.901433088619e-03
"                4464",-4.102371765268e+01,-2.077481244675e+02,6.005259000002e+00,-4.296677572562e+01,-2.074887994487e+02,6.002412238865e+00,-1.943058072933e+00,2.593250187497e-01,-2.846761136993e-03
"                4465",-4.098488445955e+01,-2.077649206774e+02,6.039744297780e+00,-4.292817185295e+01,-2.075053531923e+02,6.036945104393e+00,-1.943287393397e+00,2.595674850749e-01,-2.799193387281e-03
"                4466",-4.095756352624e+01,-2.078082642742e+02,6.054477097723e+00,-4.290104036497e+01,-2.075484520374e+02,6.051721642600e+00,-1.943476838730e+00,2.598122368497e-01,-2.755455123252e-03
"                4467",-4.094493653455e+01,-2.078821679576e+02,6.049256428177e+00,-4.288856620697e+01,-2.076221137695e+02,6.046533622262e+00,-1.943629672423e+00,2.600541880380e-01,-2.722805915484e-03
"                4468",-4.095042602434e+01,-2.079929653026e+02,6.025435402726e+00,-4.289415188875e+01,-2.077326952485e+02,6.022745613546e+00,-1.943725864417e+00,2.602700541887e-01,-2.689789179935e-03
"                4469",-4.097653213206e+01,-2.081400377522e+02,5.985795238018e+00,-4.292030926797e+01,-2.078795957675e+02,5.983133136801e+00,-1.943777135908e+00,2.604419847228e-01,-2.662101216377e-03
"                4470",-4.101774996257e+01,-2.083138214544e+02,5.929781169347e+00,-4.296159433695e+01,-2.080532488191e+02,5.927161895610e+00,-1.943844374378e+00,2.605726352341e-01,-2.619273736447e-03
"                4471",-4.106466702321e+01,-2.084996539648e+02,5.859667990761e+00,-4.300848521912e+01,-2.082390122229e+02,5.857084206770e+00,-1.943818195912e+00,2.606417418833e-01,-2.583783991172e-03
"                4472",-4.111516306240e+01,-2.086928391500e+02,5.785009635677e+00,-4.305900787062e+01,-2.084321811050e+02,5.782477683382e+00,-1.943844808221e+00,2.606580449641e-01,-2.531952294566e-03
"                4473",-4.116836977032e+01,-2.088847056886e+02,5.715088857119e+00,-4.311210632848e+01,-2.086240890332e+02,5.712655948432e+00,-1.943736558168e+00,2.606166553858e-01,-2.432908687530e-03
"                4474",-4.122114844518e+01,-2.090627606402e+02,5.653713265525e+00,-4.316470371565e+01,-2.088022260932e+02,5.651337044161e+00,-1.943555270476e+00,2.605345470200e-01,-2.376221364645e-03
"                4475",-4.127398526714e+01,-2.092322825016e+02,5.604319270196e+00,-4.321733787759e+01,-2.089719028246e+02,5.602007052930e+00,-1.943352610445e+00,2.603796770293e-01,-2.312217266304e-03
"                4476",-4.132168286343e+01,-2.093842651951e+02,5.562648668834e+00,-4.326486053750e+01,-2.091240808671e+02,5.560351669699e+00,-1.943177674069e+00,2.601843279941e-01,-2.296999134773e-03
"                4477",-4.136162739150e+01,-2.095182201743e+02,5.530891647539e+00,-4.330458788171e+01,-2.092582798780e+02,5.528622586031e+00,-1.942960490206e+00,2.599402963478e-01,-2.269061508314e-03
"                4478",-4.139444240154e+01,-2.096344863824e+02,5.513352519531e+00,-4.333720540554e+01,-2.093748047902e+02,5.511106825478e+00,-1.942763003998e+00,2.596815921363e-01,-2.245694053749e-03
"                4479",-4.141993774590e+01,-2.097309145709e+02,5.511448018386e+00,-4.336246311177e+01,-2.094715165287e+02,5.509224358774e+00,-1.942525365869e+00,2.593980422017e-01,-2.223659612171e-03
"                4480",-4.143630005094e+01,-2.098009446164e+02,5.529388212487e+00,-4.337865747313e+01,-2.095418270977e+02,5.527140513495e+00,-1.942357422192e+00,2.591175186842e-01,-2.247698991348e-03
"                4481",-4.144653172775e+01,-2.098570119149e+02,5.566983547706e+00,-4.338872548026e+01,-2.095981732152e+02,5.564709950516e+00,-1.942193752506e+00,2.588386996811e-01,-2.273597190034e-03
"                4482",-4.145520774058e+01,-2.099144107633e+02,5.619209871959e+00,-4.339726744780e+01,-2.096558407561e+02,5.616920014733e+00,-1.942059707222e+00,2.585700071751e-01,-2.289857226020e-03
"                4483",-4.146172914124e+01,-2.099704828326e+02,5.678676172186e+00,-4.340364000270e+01,-2.097121856623e+02,5.676332100308e+00,-1.941910861457e+00,2.582971703632e-01,-2.344071877871e-03
"                4484",-4.146075337625e+01,-2.100079168018e+02,5.738043177888e+00,-4.340258773820e+01,-2.097498696105e+02,5.735645500972e+00,-1.941834361958e+00,2.580471912360e-01,-2.397676915888e-03
"                4485",-4.144953701716e+01,-2.100176190965e+02,5.793434757009e+00,-4.339126761662e+01,-2.097598262541e+02,5.790957762459e+00,-1.941730599460e+00,2.577928423538e-01,-2.476994550578e-03
"                4486",-4.143237504969e+01,-2.100107641904e+02,5.843477286056e+00,-4.337404481146e+01,-2.097532280975e+02,5.840895843464e+00,-1.941669761776e+00,2.575360928368e-01,-2.581442592010e-03
"                4487",-4.141504072799e+01,-2.100005929456e+02,5.884118954995e+00,-4.335665355860e+01,-2.097432935937e+02,5.881431102473e+00,-1.941612830609e+00,2.572993518181e-01,-2.687852521415e-03
"                4488",-4.140457518680e+01,-2.100052941433e+02,5.910714222240e+00,-4.334612725713e+01,-2.097482044368e+02,5.907950307519e+00,-1.941552070329e+00,2.570897065423e-01,-2.763914721102e-03
"                4489",-4.139871985161e+01,-2.100168247337e+02,5.920537350490e+00,-4.334030686545e+01,-2.097598858060e+02,5.917703733638e+00,-1.941587013839e+00,2.569389276534e-01,-2.833616851790e-03
"                4490",-4.139267002972e+01,-2.100186992805e+02,5.914737255810e+00,-4.333433154086e+01,-2.097618942968e+02,5.911835691974e+00,-1.941661511143e+00,2.568049837456e-01,-2.901563836378e-03
"                4491",-4.138164983212e+01,-2.100042742851e+02,5.897173939837e+00,-4.332343371997e+01,-2.097475638753e+02,5.894212034679e+00,-1.941783887853e+00,2.567104098171e-01,-2.961905158534e-03
"                4492",-4.137147293534e+01,-2.099875236172e+02,5.870598008280e+00,-4.331341738689e+01,-2.097308581304e+02,5.867632641115e+00,-1.941944451546e+00,2.566654867629e-01,-2.965367164261e-03
"                4493",-4.136846279557e+01,-2.099820796040e+02,5.832513721871e+00,-4.331054044319e+01,-2.097254168731e+02,5.829558307383e+00,-1.942077647618e+00,2.566627309240e-01,-2.955414488826e-03
"                4494",-4.137044192368e+01,-2.099821208966e+02,5.780418257188e+00,-4.331263104029e+01,-2.097254300151e+02,5.777503854837e+00,-1.942189116605e+00,2.566908814996e-01,-2.914402351832e-03
"                4495",-4.137179106442e+01,-2.099782174469e+02,5.719319162677e+00,-4.331412713503e+01,-2.097214551390e+02,5.716466713782e+00,-1.942336070607e+00,2.567623078945e-01,-2.852448894928e-03
"                4496",-4.136830260657e+01,-2.099625557098e+02,5.654212863652e+00,-4.331062441051e+01,-2.097057360667e+02,5.651454740373e+00,-1.942321803936e+00,2.568196430792e-01,-2.758123278718e-03
"                4497",-4.135817518124e+01,-2.099266163549e+02,5.586864521565e+00,-4.330068790665e+01,-2.096696911923e+02,5.584201585590e+00,-1.942512725418e+00,2.569251625072e-01,-2.662935975399e-03
"                4498",-4.134345111602e+01,-2.098725949095e+02,5.523574010102e+00,-4.328602486800e+01,-2.096155551691e+02,5.520997347325e+00,-1.942573751976e+00,2.570397403472e-01,-2.576662776236e-03
"                4499",-4.132722973968e+01,-2.098123030488e+02,5.469426858422e+00,-4.326977850294e+01,-2.095551636407e+02,5.466956789779e+00,-1.942548763257e+00,2.571394080840e-01,-2.470068642377e-03
"                4500",-4.131314318484e+01,-2.097640310831e+02,5.428830935738e+00,-4.325565747507e+01,-2.095067750664e+02,5.426471081118e+00,-1.942514290236e+00,2.572560166755e-01,-2.359854620059e-03
"                4501",-4.130222438578e+01,-2.097281817443e+02,5.402711682379e+00,-4.324468101441e+01,-2.094708295861e+02,5.400481419697e+00,-1.942456628635e+00,2.573521582129e-01,-2.230262682442e-03
"                4502",-4.128973105977e+01,-2.096912352349e+02,5.391204653857e+00,-4.323208114053e+01,-2.094337635451e+02,5.389100497684e+00,-1.942350080766e+00,2.574716898596e-01,-2.104156173348e-03
"                4503",-4.127273415873e+01,-2.096473530523e+02,5.392667607360e+00,-4.321507942676e+01,-2.093897878493e+02,5.390666637085e+00,-1.942345268028e+00,2.575652030074e-01,-2.000970274955e-03
"                4504",-4.125332170334e+01,-2.095975960919e+02,5.405442688025e+00,-4.319562733989e+01,-2.093399545847e+02,5.403545894221e+00,-1.942305636552e+00,2.576415071407e-01,-1.896793803924e-03
"                4505",-4.123901729043e+01,-2.095560351823e+02,5.426160283427e+00,-4.318131700608e+01,-2.092983594878e+02,5.424349581357e+00,-1.942299715650e+00,2.576756945616e-01,-1.810702069887e-03
"                4506",-4.123024249011e+01,-2.095261460336e+02,5.453807813023e+00,-4.317256780676e+01,-2.092684735254e+02,5.452077032618e+00,-1.942325316653e+00,2.576725081515e-01,-1.730780404913e-03
"                4507",-4.122728163414e+01,-2.095044017427e+02,5.491001738243e+00,-4.316967146177e+01,-2.092467300404e+02,5.489345493340e+00,-1.942389827625e+00,2.576717023047e-01,-1.656244902862e-03
"                4508",-4.123041358561e+01,-2.094858855363e+02,5.540583601356e+00,-4.317292596049e+01,-2.092282526605e+02,5.538961784500e+00,-1.942512374878e+00,2.576328758515e-01,-1.621816856152e-03
"                4509",-4.123754057017e+01,-2.094669736499e+02,5.600212782474e+00,-4.318017019849e+01,-2.092093966581e+02,5.598631989678e+00,-1.942629628319e+00,2.575769917924e-01,-1.580792796065e-03
"                4510",-4.124658222060e+01,-2.094478299127e+02,5.664917249879e+00,-4.318936796965e+01,-2.091903255230e+02,5.663349774898e+00,-1.942785749055e+00,2.575043896383e-01,-1.567474981111e-03
"                4511",-4.125548734218e+01,-2.094262372170e+02,5.728134287804e+00,-4.319848326317e+01,-2.091687793045e+02,5.726605148427e+00,-1.942995920991e+00,2.574579124516e-01,-1.529139376255e-03
"                4512",-4.126432723211e+01,-2.093991514549e+02,5.786295953663e+00,-4.320745024237e+01,-2.091417874985e+02,5.784790231490e+00,-1.943123010263e+00,2.573639564239e-01,-1.505722173493e-03
"                4513",-4.127225414106e+01,-2.093620713780e+02,5.835961921716e+00,-4.321556756482e+01,-2.091048059383e+02,5.834462627967e+00,-1.943313423766e+00,2.572654396474e-01,-1.499293749632e-03
"                4514",-4.127839938500e+01,-2.093079837233e+02,5.877427931180e+00,-4.322184399585e+01,-2.090508094009e+02,5.875945088823e+00,-1.943444610848e+00,2.571743224474e-01,-1.482842356124e-03
"                4515",-4.128128622012e+01,-2.092358688981e+02,5.914792372628e+00,-4.322478156190e+01,-2.089788309413e+02,5.913388832342e+00,-1.943495341782e+00,2.570379568002e-01,-1.403540285583e-03
"                4516",-4.128227912122e+01,-2.091523122620e+02,5.948389727335e+00,-4.322602544402e+01,-2.088953009887e+02,5.946948897288e+00,-1.943746322800e+00,2.570112733733e-01,-1.440830047371e-03
"                4517",-4.128109985094e+01,-2.090582974326e+02,5.975496813339e+00,-4.322497266829e+01,-2.088013538140e+02,5.974019273014e+00,-1.943872817342e+00,2.569436185872e-01,-1.477540324663e-03
"                4518",-4.127621471221e+01,-2.089479658211e+02,5.992347911952e+00,-4.322015792753e+01,-2.086910447968e+02,5.990849145097e+00,-1.943943215316e+00,2.569210242486e-01,-1.498766854976e-03
"                4519",-4.126873080303e+01,-2.088234589866e+02,5.996372434768e+00,-4.321265431897e+01,-2.085665609819e+02,5.994827942654e+00,-1.943923515939e+00,2.568980046909e-01,-1.544492113724e-03
"                4520",-4.126012521535e+01,-2.086890896057e+02,5.986726046802e+00,-4.320399968031e+01,-2.084321610321e+02,5.985081527780e+00,-1.943874464956e+00,2.569285736051e-01,-1.644519021677e-03
"                4521",-4.125179188570e+01,-2.085459099479e+02,5.964965503622e+00,-4.319563092243e+01,-2.082889258686e+02,5.963207670504e+00,-1.943839036727e+00,2.569840792649e-01,-1.757833118303e-03
"                4522",-4.124233732715e+01,-2.083877204822e+02,5.934892006849e+00,-4.318604302273e+01,-2.081306870595e+02,5.933035851677e+00,-1.943705695573e+00,2.570334226639e-01,-1.856155172587e-03
"                4523",-4.123216403458e+01,-2.082264079372e+02,5.899860931157e+00,-4.317577247217e+01,-2.079692913916e+02,5.897850592644e+00,-1.943608437587e+00,2.571165456341e-01,-2.010338513181e-03
"                4524",-4.122467537891e+01,-2.080858357155e+02,5.861826370556e+00,-4.316813666038e+01,-2.078286316352e+02,5.859645614622e+00,-1.943461281468e+00,2.572040803682e-01,-2.180755934133e-03
"                4525",-4.121998713540e+01,-2.079723675064e+02,5.819113996024e+00,-4.316323405565e+01,-2.077150936063e+02,5.816739177033e+00,-1.943246920256e+00,2.572739000734e-01,-2.374818991729e-03
"                4526",-4.121776054853e+01,-2.078755736138e+02,5.771967001322e+00,-4.316080775281e+01,-2.076182247998e+02,5.769403266906e+00,-1.943047204282e+00,2.573488139757e-01,-2.563734415861e-03
